beer_id,abv,ibu,name,style,ounces
1440,0.057,29,Cardinal Pale Ale,American Pale Ale (APA),12
1441,0.066,,County Line IPA,American IPA,12
1442,0.048,,Trauger Pilsner,German Pilsener,12
1443,0.045,40,Slow Ride,American IPA,12
1444,0.065,70,Ranger IPA,American IPA,12
1445,0.05,29,Shift,American Pale Lager,12
1446,0.056,21,1554 Black Lager,Euro Dark Lager,12
1447,0.048,,Blue Paddle,Czech Pilsener,12
1448,0.055,,California Route,American Amber / Red Lager,12
1449,0.052,,Snapshot,American Pale Wheat Ale,16
1450,0.048,,Sunshine Wheat Beer,American Pale Wheat Ale,12
1451,0.052,18,Fat Tire Amber Ale,American Amber / Red Ale,12
1452,0.05,29,Shift (1),American Pale Lager,12
1453,0.052,18,Fat Tire Amber Ale (2011),American Amber / Red Ale,12
1454,0.05,29,Shift,American Pale Lager,16
1455,0.065,70,Ranger IPA,American IPA,16
1456,0.052,18,Fat Tire Amber Ale,American Amber / Red Ale,16
1457,0.065,70,Ranger IPA (Current),American IPA,12
1458,0.048,,Sunshine Wheat Beer (2009),American Pale Wheat Ale,12
1459,0.052,18,Fat Tire Amber Ale (2008),American Amber / Red Ale,12
1460,0.034,6,Weiss Trash Culture,Berliner Weissbier,12
1461,0.062,,Sea Hag IPA,American IPA,12
1462,0.05,,Elm City Pilsner,American Pilsner,12
1463,0.05,,Atlantic Amber Ale (2004),American Amber / Red Ale,12
1464,0.09,,668 Neighbor of the Beast12 oz.,Belgian Pale Ale,12
1465,0.088,85,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,12
1466,0.09,,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,16
1467,0.088,85,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,16
1468,0.05,,Elm City Lager (2007),American Pilsner,12
1469,0.05,,Atlantic Amber Ale (2007),American Amber / Red Ale,12
1470,0.062,,Sea Hag IPA (Current),American IPA,12
1471,0.05,,Rebirth Pale Ale,American Pale Ale (APA),12
1472,0.068,,Irish Channel Stout,American Stout,16
1473,0.088,,MechaHopzilla,American Double / Imperial IPA,16
1474,0.065,,Hopitoulas IPA,American IPA,16
1475,0.039,,NOLA Brown Ale,English Dark Mild Ale,12
1476,0.049,,NOLA Blonde Ale,American Blonde Ale,12
1477,0.056,20,Skylight,Dunkelweizen,12
1478,0.056,30,Kadigan,American Blonde Ale,12
1479,0.052,50,Dammit Jim!,American Amber / Red Ale,12
1480,0.054,,Nut Brown Ale,English Brown Ale,12
1481,0.046,,White Ale,Witbier,12
1482,0.042,35,Cream Ale,Cream Ale,12
1483,0.072,,Green Head IPA,American IPA,12
1484,0.054,,Plum Island Belgian White,Witbier,12
1485,0.055,,Newburyport Pale Ale,American Pale Ale (APA),12
1486,0.055,,Marblehead,American Amber / Red Ale,16
1487,0.051,31,Jam Session,American Pale Ale (APA),16
1488,0.072,80,Hop Drop 'N Roll IPA,American IPA,16
1489,0.06,,Paleo IPA,English India Pale Ale (IPA),12
1490,0.061,,Buck Snort Stout,American Stout,12
1491,0.055,,Station 33 Firehouse Red,Irish Red Ale,12
1492,0.045,,Slimy Pebble Pils,German Pilsener,12
1493,0.045,50,Get Together,American IPA,16
1494,0.049,26,Maggie's Leap,Milk / Sweet Stout,16
1495,0.048,19,Wall's End,English Brown Ale,16
1496,0.06,38,Pumpion,Pumpkin Ale,16
1497,0.06,25,Stronghold,American Porter,16
1498,0.056,47,Parapet ESB,Extra Special / Strong Bitter (ESB),16
1499,0.069,,Blue Boots IPA,American IPA,16
1500,0.063,,Hoppy Bitch IPA,American IPA,16
1501,0.063,42,Three Skulls Ale Pale Ale,American Pale Ale (APA),16
1502,0.045,,Walter's Premium Pilsener Beer,German Pilsener,12
1503,0.045,,Floppin' Crappie,American Pale Wheat Ale,12
1504,0.043,,Left of the Dial IPA,American IPA,12
1505,0.04,,Notch Session Pils,Czech Pilsener,12
1506,0.055,,O'Fallon Pumpkin Beer,Pumpkin Ale,12
1507,0.061,66,5 Day IPA,American IPA,12
1508,0.051,7,O'Fallon Wheach,Fruit / Vegetable Beer,12
1509,0.067,70,Watershed IPA,American IPA,12
1510,0.054,24,Oakshire Amber Ale,American Amber / Red Ale,12
1511,0.058,27,Overcast Espresso Stout,American Stout,12
1512,0.067,70,Watershed IPA (2013),American IPA,12
1513,0.082,25,Lake Monster,Baltic Porter,16
1514,0.049,27,London Homesick Ale,English Bitter,12
1515,0.048,35,Luchesa Lager,Keller Bier / Zwickel Bier,12
1516,0.048,35,Slow Ride,American Pale Ale (APA),12
1517,0.047,,Occidental Hefeweizen,American Pale Wheat Ale,16
1518,0.051,,Occidental Dunkel,Dunkelweizen,16
1519,0.05,,Occidental Altbier,Altbier,16
1520,0.045,,Occidental Kölsch,Kölsch,16
1521,0.092,72,Perpetual Darkness,Belgian Strong Dark Ale,12
1522,0.087,29,Clan Warrior,Scotch Ale / Wee Heavy,12
1523,0.054,36,Psycho Penguin Vanilla Porter,American Porter,12
1524,0.047,,Heliocentric Hefeweizen,Hefeweizen,12
1525,0.051,,Ghose Drifter Pale Ale,American Pale Ale (APA),12
1526,0.051,,Ghost Rider Pale Ale (2013),American Pale Ale (APA),12
1527,0.047,,Helios Hefeweizen (2013),Hefeweizen,12
1528,0.095,19,The Hole in Hadrian's Wall,Scottish Ale,16
1529,0.065,26,33 Select Brown Ale,American Brown Ale,16
1530,0.06,29,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,16
1531,0.05,45,Boji Blue Pale Ale,American Pale Ale (APA),16
1532,0.057,26,Winter Games Select #32 Stout,American Stout,16
1533,0.05,23,Boji Beach Golden Rye Ale,Rye Beer,16
1534,0.06,,Hopsmith Pale Lager,American Pale Lager,16
1535,0.065,65,Falling Down Brown Ale,American Brown Ale,16
1536,0.068,,Resolution Rye Stout,American Stout,16
1537,0.055,,Plowshare Porter,American Porter,16
1538,0.046,20,Old Forge Pumpkin Ale,Pumpkin Ale,16
1539,0.045,,Endless Sun Ale,American Pale Wheat Ale,16
1540,0.065,,Celestial Blonde Ale,American Blonde Ale,16
1541,0.075,,Overbite IPA,American IPA,16
1542,0.055,,T-Rail Pale Ale,American Pale Ale (APA),16
1543,0.048,,Endless Summer Ale (2011),American Pale Wheat Ale,16
1544,0.053,,Clem's Gold,American Pale Lager,16
1545,0.055,,Lizzy's Red,American Amber / Red Lager,16
1546,0.067,,Orlison India Pale Lager,American Pale Lager,16
1547,0.042,,Brünette,Euro Dark Lager,16
1548,0.041,,Havanüther,Light Lager,16
1549,0.065,,Lyric Ale,Saison / Farmhouse Ale,12
1550,0.053,,Atalanta,Saison / Farmhouse Ale,12
1551,0.049,35,Pinner Throwback IPA,American IPA,12
1552,0.052,,Centennial State Pale Ale,American Pale Ale (APA),19.2
1553,0.08,,Old Chub NITRO,Scotch Ale / Wee Heavy,16
1554,,,The CROWLER™,,32
1555,,,CAN'D AID Foundation,,12
1556,,,Icey.P.A.,American IPA,16
1557,0.05,,One Nut Brown,English Brown Ale,12
1558,,,Birth IPA,American IPA,12
1559,0.065,65,Dale's Pale Ale,American Pale Ale (APA),12
1560,0.065,65,Dale's Pale Ale,American Pale Ale (APA),12
1561,0.053,35,Mama's Little Yella Pils,Czech Pilsener,19.2
1562,0.085,,oSKAr the G'Rauch,American IPA,19.2
1563,0.085,,oSKAr the G'Rauch,American IPA,16
1564,0.065,65,Dale's Pale Ale,American Pale Ale (APA),19.2
1565,0.07,,The Deuce,American Brown Ale,16
1566,0.065,65,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),12
1567,0.065,65,Dale's Pale Ale (2012),American Pale Ale (APA),12
1568,0.087,85,Gordon Imperial Red (2010),American Double / Imperial IPA,12
1569,0.065,65,Dale's Pale Ale (2011),American Pale Ale (APA),12
1570,0.065,65,Dale's Pale Ale (2010),American Pale Ale (APA),12
1571,0.087,85,G'KNIGHT (16 oz.),American Double / Imperial IPA,16
1572,0.09,,15th Anniversary Abbey Ale (2012),Belgian Dark Ale,16
1573,0.08,,Chaka,Belgian Strong Pale Ale,16
1574,0.08,70,HGH (Home Grown Hops): Part Duh,American Strong Ale,12
1575,0.08,,Deviant Dale's IPA,American Double / Imperial IPA,16
1576,0.09,60,One Hit Wonder,American Double / Imperial IPA,12
1577,0.087,85,G'KNIGHT (12 oz.),American Double / Imperial IPA,12
1578,0.099,98,Ten Fidy Imperial Stout,Russian Imperial Stout,12
1579,0.053,35,Mama's Little Yella Pils,Czech Pilsener,12
1580,0.099,100,GUBNA Imperial IPA,American Double / Imperial IPA,12
1581,0.08,35,Old Chub,Scottish Ale,12
1582,0.087,85,Gordon Ale (2009),American Double / Imperial IPA,12
1583,0.065,65,Dale's Pale Ale,American Pale Ale (APA),12
1584,0.092,85,Gordon (2005),American Double / Imperial IPA,12
1585,0.095,98,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,12
1586,0.099,98,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,12
1587,0.08,35,Old Chub (2008),Scottish Ale,12
1588,0.08,35,Old Chub (2004),Scottish Ale,12
1589,0.08,35,Old Chub (2003),Scottish Ale,12
1590,0.065,65,Dale's Pale Ale (2008),American Pale Ale (APA),12
1591,0.065,65,Dale's Pale Ale (2006),American Pale Ale (APA),12
1592,0.065,65,Dale's Pale Ale (2004),American Pale Ale (APA),12
1593,0.065,65,Dale's Pale Ale (2003),American Pale Ale (APA),12
1594,0.065,65,Dale's Pale Ale (2002),American Pale Ale (APA),12
1595,0.052,,Leroy (2005),American Brown Ale,12
1596,0.087,60,Gordon Beer (2006),American Double / Imperial IPA,12
1597,0.087,85,G'KNIGHT,American Double / Imperial IPA,12
1598,0.099,98,Ten Fidy,Russian Imperial Stout,12
1599,0.08,85,Deviant Dale's IPA,American Double / Imperial IPA,16
1600,0.08,35,Old Chub,Scottish Ale,12
1601,0.065,65,Dale's Pale Ale,American Pale Ale (APA),19.2
1602,0.065,65,Dale's Pale Ale,American Pale Ale (APA),12
1603,0.055,45,Fresh Slice White IPA,American White IPA,12
1604,0.055,55,Overgrown American Pale Ale,American Pale Ale (APA),12
1605,0.04,39,Ozark American Pale Ale,American Pale Ale (APA),12
1606,0.048,,Hula Hoppie Session IPA,American IPA,12
1607,0.053,,Dirty Hippie Dark Wheat,American Dark Wheat Ale,12
1608,0.052,23,Rustic Red,Irish Red Ale,16
1609,0.053,48,Stimulator Pale Ale,American Pale Ale (APA),16
1610,0.045,22,Old Town Ale,Kölsch,16
1611,0.044,28,Car 21,English Bitter,16
1612,0.05,24,Cache La Porter,American Porter,16
1613,0.042,35,Rodeo Rye Pale Ale,American Pale Ale (APA),12
1614,0.062,65,Outlaw IPA,American IPA,12
1615,0.044,,North Fork Lager,American Pale Lager,12
1616,0.048,35,Payette Pale Ale,American Pale Ale (APA),12
1617,0.055,25,Mutton Buster,American Brown Ale,12
1618,0.05,,Side Kick Kölsch,Kölsch,12
1619,0.046,,Fresh Cut Pilsner,American Pilsner,12
1620,0.05,61,Summer Session Ale,American Pale Wheat Ale,12
1621,0.04,12,Lobo Lito,Light Lager,12
1622,0.05,17,Robert Earl Keen Honey Pils,American Pilsner,12
1623,0.065,77,Mound Builder IPA,American IPA,12
1624,0.062,62,Amazon Princess IPA,American IPA,12
1625,0.042,,Farmer's Daughter Wheat,American Pale Wheat Ale,12
1626,0.045,,People's Pilsner,German Pilsener,12
1627,0.055,10,Hotbox Brown,American Brown Ale,12
1628,0.048,15,Gold,American Blonde Ale,12
1629,0.058,,Black,American Black Ale,12
1630,0.065,65,98 Problems (Cuz A Hop Ain't One),American IPA,12
1631,0.05,40,Veteran’s Pale Ale (VPA),American Pale Ale (APA),12
1632,0.05,35,Grapefruit IPA,American IPA,12
1633,0.051,,Pete's ESP Lager (1998),American Pale Lager,12
1634,0.047,,Pete's Wicked Summer Brew (1995),American Pale Wheat Ale,12
1635,0.049,,Pete's Wicked Bohemian Pilsner (1997),Czech Pilsener,12
1636,,,Pete's Wicked Pale Ale (1997),American Pale Ale (APA),12
1637,0.047,,Pete's Wicked Summer Brew (2002),American Pale Wheat Ale,12
1638,0.047,,Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,12
1639,0.047,,Pete's Wicked Summer Brew (1996),American Pale Wheat Ale,12
1640,0.041,12,Sparkle,American Pale Lager,16
1641,0.059,25,North 45 Amber Ale,American Amber / Red Ale,16
1642,0.069,20,Horny Monk,Dubbel,16
1643,0.067,74,Mind's Eye PA,American IPA,16
1644,0.061,60,Camelback,American IPA,12
1645,0.056,,Local 5 Pale Ale,American Pale Ale (APA),16
1646,0.073,,Devils Head Red Ale,American Amber / Red Ale,16
1647,0.07,75,Elephant Rock IPA,American IPA,12
1648,0.05,,Black Bay Milk Stout,Milk / Sweet Stout,12
1649,0.05,,Atom Splitter Pale Ale,American Pale Ale (APA),12
1650,0.06,20,Hot Date Ale,Chile Beer,16
1651,0.07,,Masked Bandit IPA,American Black Ale,16
1652,0.06,24,Sweet Potato Ale,Fruit / Vegetable Beer,16
1653,0.045,18,Float Trip Ale,American Blonde Ale,16
1654,0.055,25,Old Tom Porter,American Porter,16
1655,0.045,18,Black Walnut Wheat,American Dark Wheat Ale,16
1656,0.055,20,McKinney Eddy Amber Ale,American Amber / Red Ale,16
1657,0.07,70,Missouri Mule India Pale Ale,American IPA,16
1658,0.065,,Blood of the Unicorn,American Amber / Red Ale,16
1659,0.069,51,GreyBeard™ IPA,American IPA,12
1660,0.057,31,Pisgah Pale Ale,American Pale Ale (APA),12
1661,0.045,,PONTO S.I.P.A.,American IPA,16
1662,0.049,,Chronic Ale,American Amber / Red Ale,16
1663,0.068,,Swami's India Pale Ale,American IPA,16
1664,0.05,,New Cleveland Palesner,American Pilsner,12
1665,0.054,45,Mazzie,American Pale Ale (APA),12
1666,0.099,,Big Chuck Barleywine,American Barleywine,12
1667,,,Ponderosa IPA,American IPA,12
1668,,,Liquid Amber Ale,American Amber / Red Ale,12
1669,0.059,14,Morning Wood Wheat (Current),American Pale Wheat Ale,12
1670,0.069,17,Hideout Helles,Munich Helles Lager,12
1671,0.06,15,Dead Eye Dunkel,Munich Dunkel Lager,12
1672,0.058,21,Peacemaker Pilsner,Czech Pilsener,12
1673,0.057,68,Over the Rail Pale Ale,American Pale Ale (APA),12
1674,0.058,21,Pallavicini Pilsner (2009),Czech Pilsener,12
1675,0.059,14,Morning Wood Wheat (Current),American Pale Wheat Ale,12
1676,0.052,18,Pyramid Hefeweizen (2011),Hefeweizen,12
1677,0.052,18,Haywire Hefeweizen (2010),Hefeweizen,16
1678,0.045,35,Golden Fleece,Belgian Pale Ale,12
1679,0.055,30,Smoking Mirror,American Porter,12
1680,0.046,,Rahr's Blonde,Munich Helles Lager,12
1681,0.058,60,Pride of Texas Pale Ale,American Pale Ale (APA),12
1682,0.044,5,18th Anniversary Gose,Gose,12
1683,0.046,25,White (2015),Witbier,12
1684,0.099,85,BLAKKR,American Black Ale,12
1685,0.051,21,Firemans #4 Blonde Ale (2013),American Blonde Ale,12
1686,0.059,,The Sword Iron Swan Ale,English Pale Ale,12
1687,0.053,52,Hans' Pils (2015),German Pilsener,12
1688,0.06,50,Four Squared (2015),American Blonde Ale,12
1689,0.051,21,Firemans #4 Blonde Ale (2015),American Blonde Ale,12
1690,0.072,55,Watership Brown Ale,American Brown Ale,12
1691,0.062,55,Gangway IPA,American IPA,12
1692,0.049,,Long Day Lager,Czech Pilsener,12
1693,0.051,17,Farmer's Daughter Blonde,American Blonde Ale,16
1694,0.055,45,Pump House IPA,American IPA,16
1695,0.07,,Suicide Blonde IPA,Belgian IPA,16
1696,0.047,25,Vanilla Porter,American Porter,16
1697,0.058,18,Honey Rye,Rye Beer,16
1698,0.055,,Happy Cider,Cider,16
1699,0.065,44,Long Hammer IPA,American IPA,16
1700,0.065,44,Long Hammer IPA,American IPA,12
1701,0.058,27,Copper Hook (2011),American Amber / Red Ale,12
1702,0.08,,Nectar of the Hops,Mead,16
1703,0.08,,Sunshine Nectar,Mead,16
1704,0.08,,Black Raspberry Nectar,Mead,16
1705,0.05,16,Blood Orange Wit,Witbier,16
1706,0.05,40,Consilium,American Pale Ale (APA),12
1707,0.09,60,Hammer & Sickle,Russian Imperial Stout,12
1708,0.07,100,Redacted Rye IPA,American IPA,16
1709,0.099,100,Elevation Triple India Pale Ale,American Double / Imperial IPA,12
1710,0.05,25,5:00 O'Clock Afternoon Ale,American Blonde Ale,16
1711,0.07,100,Ryeteous Rye IPA (2012),American IPA,16
1712,0.064,,Stout Ol' Friend,American Stout,16
1713,0.064,,Stout Ol' Friend (2012),American Stout,16
1714,,,Rye Porter,American Porter,16
1715,0.05,,Miner's Gold,American Blonde Ale,16
1716,0.046,,Vienna Lager,Vienna Lager,16
1717,0.056,,Jessie's Garage,American Pale Ale (APA),16
1718,0.062,,Colorado Red Ale,American Amber / Red Ale,12
1719,,,Miner's Gold,American Blonde Ale,12
1720,0.055,40,Fist City,American Pale Ale (APA),12
1721,0.068,,A Little Crazy,Belgian Pale Ale,12
1722,0.058,15,Rosa Hibiscus Ale,Herbed / Spiced Beer,12
1723,0.061,31,Fistmas Ale,Herbed / Spiced Beer,12
1724,0.057,25,Oktoberfest Revolution,Märzen / Oktoberfest,12
1725,0.068,28,Eugene Porter,American Porter,12
1726,0.065,70,Anti-Hero IPA,American IPA,12
1727,0.05,14,Bottom Up Belgian Wit,Witbier,12
1728,0.057,42,Hustle,American Amber / Red Ale,12
1729,0.055,42,Pure Fury,American Pale Ale (APA),12
1730,0.06,60,Dad,American Amber / Red Ale,12
1731,0.058,35,Panther,American Porter,12
1732,0.052,21,Franz,Märzen / Oktoberfest,12
1733,0.043,45,Zen,American Pale Ale (APA),12
1734,0.072,75,Truth,American IPA,12
1735,0.048,25,Cougar,American Blonde Ale,12
1736,0.038,,Smooth Operator,Cream Ale,16
1737,0.035,,Gose,Gose,16
1738,0.043,,Maine Island Trail Ale,American Pale Ale (APA),16
1739,0.05,,River North White Ale,Witbier,16
1740,0.05,,River North Ale,American Amber / Red Ale,16
1741,0.05,55,Lil SIPA,American IPA,16
1742,0.055,60,Hop Bomber Rye Pale Ale,American Pale Ale (APA),16
1743,0.05,100,Jah Mon,American IPA,12
1744,0.062,,Oktoberfest,Märzen / Oktoberfest,12
1745,0.08,,Headless Wylie,Pumpkin Ale,12
1746,0.05,,Dayman IPA,American IPA,12
1747,0.071,,All Aboard! Anniversary Stout,Oatmeal Stout,12
1748,0.062,,Hop Lace,American White IPA,12
1749,0.048,,OH-PA Session Pale Ale,American Pale Ale (APA),12
1750,0.08,,Patrick's Poison,American Amber / Red Ale,12
1751,0.081,,Rudolph's Red,American Amber / Red Ale,12
1752,0.053,,Babbling Blonde,American Blonde Ale,12
1753,0.051,,Maxwell's Scottish Ale,Scottish Ale,12
1754,0.061,,Grateful White,Witbier,12
1755,0.055,,RT Lager,American Amber / Red Lager,12
1756,0.062,,Old Wylie's IPA,American IPA,12
1757,0.048,,Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,12
1758,0.045,,Track 1 Amber Lager,American Amber / Red Lager,16
1759,0.053,,Pine Knob Pilsner,Czech Pilsener,16
1760,,,Cal and Co. Black Cherry Porter,American Porter,16
1761,0.055,,Lazy Daze Lager,American Adjunct Lager,16
1762,0.059,,Rochester Red Ale,American Amber / Red Ale,16
1763,0.05,,Milkshake Stout,Milk / Sweet Stout,16
1764,0.07,,Cornerstone IPA,American IPA,16
1765,0.055,,Lazy Daze Lager,American Adjunct Lager,12
1766,0.051,,Rogue American Amber Ale,American Amber / Red Ale,16
1767,0.076,78,12th Round,American Strong Ale,16
1768,0.07,80,RoughTail IPA,American IPA,16
1769,0.08,,Polar Night Stout,American Stout,16
1770,0.071,36,Sundown,Saison / Farmhouse Ale,12
1771,0.099,,Sanctified,Belgian Strong Pale Ale,12
1772,0.051,,Fear of a Brett Planet,American Pale Ale (APA),12
1773,0.056,40,Original Slacker Ale,English Brown Ale,12
1774,0.072,,Alpha Blackback,American Black Ale,12
1775,0.063,,Kiss Off IPA,American IPA,12
1776,0.045,28,Dog Days Summer Ale,Kölsch,12
1777,0.056,35,1881 California Red,American Amber / Red Ale,12
1778,0.073,55,CAPT Black IPA,American Black Ale,12
1779,0.048,42,Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,12
1780,0.073,55,CAPT Black IPA,American Black Ale,16
1781,0.056,35,1881 California Red Ale,American Amber / Red Ale,16
1782,0.05,15,Saint Archer White Ale,Witbier,12
1783,0.068,66,Saint Archer IPA,American IPA,12
1784,0.052,40,Saint Archer Pale Ale,American Pale Ale (APA),12
1785,0.048,22,Saint Archer Blonde,Kölsch,12
1786,0.069,20,Sex Panther,American Porter,12
1787,0.095,25,Winter Warmer (Vault Series),Winter Warmer,16
1788,0.091,99,Count Hopula (Vault Series),American Double / Imperial IPA,16
1789,0.055,,Oktoberfest,Märzen / Oktoberfest,12
1790,0.05,15,SunSpot Golden Ale,American Blonde Ale,12
1791,0.06,,I.W.A. (2011),American Pale Wheat Ale,12
1792,0.065,,Supermonk I.P.A.,Belgian IPA,12
1793,0.055,20,Epicenter Amber Ale,American Amber / Red Ale,12
1794,0.05,15,SanTan HefeWeizen,Hefeweizen,12
1795,0.07,85,Hop Shock IPA,American IPA,12
1796,0.069,20,Sex Panther (2014),American Porter,12
1797,0.055,45,Devil’s Ale,American Pale Ale (APA),12
1798,0.081,,Rail Slide Imperial Spiced Ale,Herbed / Spiced Beer,12
1799,0.05,20,Mr. Pineapple,Fruit / Vegetable Beer,12
1800,0.055,45,American Idiot Ale (2012),American Pale Ale (APA),12
1801,0.07,85,Hop Shock IPA (2010),American IPA,12
1802,0.05,15,SanTan HefeWeizen (2010),Hefeweizen,12
1803,0.055,45,Devil’s Ale (2010),American Pale Ale (APA),12
1804,0.055,20,Epicenter Amber Ale (2010),American Amber / Red Ale,12
1805,0.058,20,Sanitas Saison Ale,Saison / Farmhouse Ale,12
1806,0.068,65,Sanitas Black IPA,American Black Ale,12
1807,0.089,88,Giant DIPA,American Double / Imperial IPA,16
1808,0.054,,Dread Brown Ale,American Brown Ale,12
1809,0.07,,Casinos IPA,English India Pale Ale (IPA),16
1810,0.055,30,Saison 88,Saison / Farmhouse Ale,12
1811,0.071,95,Black IPA,American Black Ale,12
1812,0.045,,Santa Fe Irish Red Ale,Irish Red Ale,12
1813,,,Santa Fe Oktoberfest,Märzen / Oktoberfest,12
1814,0.08,,Imperial Java Stout,Russian Imperial Stout,12
1815,0.055,,Freestyle Pilsner,German Pilsener,12
1816,0.066,,Happy Camper IPA,American IPA,12
1817,0.05,11,Oval Beach Blonde Ale,American Blonde Ale,16
1818,0.065,,Oak Aged Cider,Cider,12
1819,0.065,,Ginger Cider,Cider,12
1820,0.065,,Schilling Hard Cider,Cider,12
1821,0.05,45,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,12
1822,0.05,,Schlafly Black Lager,Schwarzbier,12
1823,0.045,30,Schlafly IPA,American IPA,12
1824,0.05,30,Schlafly American Brown Ale,American Brown Ale,12
1825,0.041,16,Schlafly Hefeweizen,Hefeweizen,12
1826,0.045,17,Schlafly Summer Lager,Munich Helles Lager,12
1827,0.047,,Sea Dog Wild Blueberry Wheat Ale,Fruit / Vegetable Beer,12
1828,0.074,60,Blur India Pale Ale,American IPA,12
1829,0.065,,Dry Cider,Cider,16
1830,0.065,,Dry Hard Cider,Cider,16
1831,0.07,105,Frankenlou's IPA,American IPA,16
1832,0.07,55,Becky's Black Cat Porter,American Porter,16
1833,0.077,40,Seventh Son of a Seventh Son,American Strong Ale,16
1834,0.053,20,Stone Fort Brown Ale,English Brown Ale,16
1835,0.077,40,Seventh Son Hopped Red Ale,American Amber / Red Ale,16
1836,0.06,53,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),16
1837,0.07,68,Golden Ratio IPA,American IPA,16
1838,0.068,,Black Hop IPA,American Black Ale,12
1839,0.05,,Archer's Ale (2004),English Pale Ale,12
1840,0.069,65,Monkey Fist IPA,American IPA,12
1841,0.051,,Shipyard Summer Ale,American Pale Wheat Ale,12
1842,0.047,,Pumpkinhead Ale,Pumpkin Ale,12
1843,0.051,,Shipyard Export,American Blonde Ale,12
1844,0.052,,Nooner,German Pilsener,12
1845,0.072,65,Torpedo,American IPA,12
1846,0.06,,Yonder Bock,Maibock / Helles Bock,12
1847,0.06,,CANfusion Rye Bock,Rye Beer,12
1848,0.056,37,Sierra Nevada Pale Ale,American Pale Ale (APA),16
1849,0.048,26,Old Chico Crystal Wheat,American Pale Wheat Ale,12
1850,0.05,28,Summerfest,Czech Pilsener,12
1851,0.072,65,Torpedo,American IPA,16
1852,0.056,37,Sierra Nevada Pale Ale,American Pale Ale (APA),12
1853,0.069,,Sietsema Red Label,Cider,16
1854,0.042,,Bear Ass Brown,American Brown Ale,12
1855,0.06,,Red Mountain Ale,American Amber / Red Ale,12
1856,0.068,,Ice Pick Ale,American IPA,12
1857,0.1,52,4Beans,Baltic Porter,12
1858,0.042,16,Jammer,Gose,12
1859,0.08,,Abigale,Belgian Pale Ale,12
1860,0.032,7,Rad,Fruit / Vegetable Beer,16
1861,0.065,62,Bengali,American IPA,24
1862,0.047,50,Sensi Harvest,American Pale Ale (APA),12
1863,0.099,111,Hi-Res,American Double / Imperial IPA,12
1864,0.07,70,Global Warmer,American Strong Ale,12
1865,0.067,74,Autumnation (2013),American IPA,16
1866,0.054,42,The Crisp,German Pilsener,16
1867,0.052,34,Sweet Action,Cream Ale,16
1868,0.063,57,Righteous Ale,Rye Beer,16
1869,0.064,62,Bengali Tiger,American IPA,16
1870,0.099,85,3Beans,Baltic Porter,12
1871,0.059,47,Brownstone,American Brown Ale,16
1872,0.052,11,Apollo,American Pale Wheat Ale,16
1873,0.049,35,Harbinger,Saison / Farmhouse Ale,16
1874,0.091,103,Resin,American Double / Imperial IPA,12
1875,0.063,69,Diesel,American Stout,16
1876,0.06,48,Autumnation (2011-12) (2011),Pumpkin Ale,16
1877,0.054,42,The Crisp (2011),German Pilsener,16
1878,0.052,34,Sweet Action (2011),Cream Ale,16
1879,0.063,57,Righteous Ale (2011),Rye Beer,16
1880,0.064,62,Bengali Tiger (2011),American IPA,16
1881,0.045,,Rudie Session IPA,American IPA,12
1882,0.074,,Taster's Choice,Doppelbock,12
1883,0.068,65,Modus Hoperandi,American IPA,12
1884,0.058,15,Estival Cream Stout,American Stout,12
1885,0.058,,Vernal Minthe Stout,American Stout,12
1886,0.08,,Hibernal Vinifera Stout,Foreign / Export Stout,12
1887,,,Autumnal Molé Stout,American Stout,12
1888,0.042,18,Mexican Logger,American Pale Lager,12
1889,0.053,,True Blonde Ale,American Blonde Ale,12
1890,0.061,,Euphoria Pale Ale,American Pale Ale (APA),12
1891,0.057,58,ESB Special Ale,Extra Special / Strong Bitter (ESB),12
1892,0.068,65,Modus Hoperandi,American IPA,12
1893,0.058,39,Iron Butt Red Ale,American Amber / Red Ale,12
1894,0.071,92,Initial Point India Pale Ale,American IPA,12
1895,0.085,,Monkey Dancing On A Razor Blade,Belgian IPA,24
1896,0.082,,Tripel Deke,Tripel,24
1897,0.049,,Urban Wilderness Pale Ale,English Pale Ale,12
1898,0.06,70,Homefront IPA,American IPA,12
1899,0.055,16,Sly Fox Christmas Ale 2013,Winter Warmer,12
1900,0.056,25,Grisette,Grisette,12
1901,0.062,,360° India Pale Ale,American IPA,12
1902,0.049,18,Helles Golden Lager,Munich Helles Lager,12
1903,0.055,16,Sly Fox Christmas Ale 2012 (2012),Winter Warmer,12
1904,0.084,90,Odyssey Imperial IPA,American Double / Imperial IPA,12
1905,0.058,25,Oktoberfest Lager,Märzen / Oktoberfest,12
1906,0.07,113,113 IPA,American IPA,12
